target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2314.1	0	0
AT1G18320.1	699	504.17	13.7044	2.78602
AT5G11100.1	1709	1514.1	44	2.97851
AT4G35335.1	1280	1085.1	129	12.1849
AT1G60930.1	3876	3681.1	39	1.0859
AT1G17000.1	2351	2156.1	0	0
AT3G55270.1	3130	2935.1	354	12.3618
AT4G16150.1	3181	2986.1	854	29.3126
AT3G18150.1	1370	1175.1	0	0
AT3G52310.1	2443	2248.1	99	4.51358
AT3G08943.1	3165	2970.1	204.942	7.0723
AT4G15950.1	814	619.17	82	13.5739
AT5G60900.1	2873	2678.1	3	0.114814
AT5G18710.1	1919	1724.1	0	0
AT1G64460.1	2240	2045.1	135	6.76582
AT2G31100.1	1247	1052.1	0	0
AT1G60260.1	1634	1439.1	232	16.5233
AT2G06210.1	3579	3384.1	314	9.51016
AT3G57180.1	2232	2037.1	116	5.83642
ATMG01320.1	922	727.104	10.5	1.48012
AT4G15130.1	1234	1039.1	82	8.08829
AT5G39100.1	808	613.17	1	0.167156
AT4G16110.1	2666	2471.1	268	11.1159
AT5G26800.1	637	442.17	216	50.0688
AT4G16360.1	1685	1490.1	293	20.1536
ATMG00060.1	542	347.429	3	0.885027
AT1G76820.1	3857	3662.1	129.425	3.62233
AT3G05780.1	2775	2580.1	0	0
AT1G24405.1	718	523.17	6	1.17547
AT2G27490.4	843	648.17	86.8782	13.738
AT2G27490.1	1367	1172.1	3.82953	0.334874
AT2G27490.3	1201	1006.1	0	0
AT2G27490.2	1381	1186.1	59.2923	5.12363
AT3G13276.1	269	91.6413	5	5.59217
AT1G71740.1	393	201.199	5	2.54711
AT1G52920.1	1351	1156.1	10	0.886554
AT2G17370.1	2273	2078.1	104	5.12942
AT4G13615.1	813	618.17	778	128.995
AT3G46680.1	1350	1155.1	3	0.266196
AT1G70830.3	996	801.104	0	0
AT1G70830.2	1329	1134.1	0	0
AT1G70830.5	787	592.17	0	0
AT1G70830.4	1393	1198.1	0	0
AT1G70830.1	1331	1136.1	823	74.2478
AT2G34090.3	1458	1263.1	0	0
AT2G34090.2	1616	1421.1	0	0
AT2G34090.1	1700	1505.1	176.198	11.9988
AT2G34090.4	1521	1326.1	0	0
AT2G34090.5	1425	1230.1	11.8021	0.983372
AT1G65541.1	340	151.893	1	0.674784
AT2G01050.1	1548	1353.1	0	0
AT2G07751.1	357	167.569	1	0.611658
AT4G20565.1	789	594.17	0	0
AT1G61566.1	551	356.359	0	0
AT4G29530.2	1148	953.104	0	0
AT4G29530.1	1144	949.104	58	6.26349
AT5G09225.1	780	585.17	373	65.3325
AT1G21100.1	1545	1350.1	68.6951	5.21508
AT1G73150.1	2150	1955.1	51	2.67364
AT1G73150.2	1956	1761.1	0	0
AT3G51750.3	654	459.17	29.2169	6.52174
AT3G51750.1	563	368.323	103.552	28.8159
AT3G51750.2	560	365.323	3.23101	0.906492
AT1G07010.1	1622	1427.1	86.4912	6.21181
AT1G07010.2	1556	1361.1	83.5088	6.28845
AT1G07010.3	1542	1347.1	0	0
AT1G32080.1	2009	1814.1	222	12.5428
AT1G16710.5	6346	6151.1	0	0
AT1G16710.7	5822	5627.1	167.581	3.0524
AT1G16710.1	6018	5823.1	59.4194	1.04587
AT1G16710.4	6502	6307.1	0	0
AT1G16710.8	6455	6260.1	0	0
AT1G16710.10	6023	5828.1	0	0
AT1G16710.6	6107	5912.1	3.42173e-06	5.93206e-08
AT1G16710.3	6619	6424.1	0	0
AT1G16710.9	6549	6354.1	0	0
AT1G16710.2	5783	5588.1	0	0
AT1G07590.1	2407	2212.1	9078.14	420.624
AT5G49170.1	1172	977.104	43	4.51055
AT2G40240.1	1614	1419.1	14	1.01115
AT4G30380.2	537	342.429	0	0
AT4G30380.1	486	291.803	0	0
AT2G20619.1	201	44.6738	0	0
AT3G05830.2	1420	1225.1	0	0
AT3G05830.1	1358	1163.1	101	8.90031
AT3G05830.3	1524	1329.1	0	0
AT5G11430.6	3634	3439.1	0	0
AT5G11430.2	2601	2406.1	13.8036	0.588005
AT5G11430.4	2791	2596.1	0.00120452	4.75549e-05
AT5G11430.3	3322	3127.1	13.1371	0.430585
AT5G11430.5	2373	2178.1	18.0621	0.849949
AT5G11430.1	3147	2952.1	145.996	5.06887
AT1G20530.1	2269	2074.1	15	0.741247
AT4G23170.1	1824	1629.1	72	4.52987
AT1G44780.2	1644	1449.1	0	0
AT1G44780.1	1647	1452.1	48	3.38802
AT1G60880.1	606	411.17	0	0
AT1G06160.1	1086	891.104	13	1.49526
AT3G07260.1	1204	1009.1	3.25111	0.330216
AT1G21090.1	1404	1209.1	126	10.6809
AT1G21090.2	1416	1221.1	0	0
AT1G76730.1	1500	1305.1	587	46.0994
AT1G03970.1	1190	995.104	281	28.9428
AT5G19160.1	2182	1987.1	12	0.61896
AT5G19160.2	2242	2047.1	0	0
AT3G49744.1	174	29.7311	0	0
AT5G28820.1	519	324.497	0	0
AT4G12530.1	730	535.17	0	0
AT4G20050.1	1924	1729.1	0	0
AT4G20050.5	1742	1547.1	0	0
AT4G20050.3	1800	1605.1	0	0
AT4G20050.2	1873	1678.1	7	0.427544
AT4G20050.6	1732	1537.1	0	0
AT4G20050.7	1707	1512.1	0	0
AT4G20050.4	1981	1786.1	0	0
AT5G53810.1	1574	1379.1	11	0.817519
AT2G28690.1	1117	922.104	2	0.222307
AT5G01530.1	1396	1201.1	47391	4044.06
AT3G62800.3	1283	1088.1	22.1087	2.08254
AT3G62800.1	1368	1173.1	46.7068	4.0808
AT3G62800.2	1297	1102.1	153.185	14.2461
ATCG00900.1	468	274.057	693	259.175
AT3G11385.1	2459	2264.1	0	0
AT5G07010.1	1779	1584.1	650	42.0564
AT3G63040.1	654	459.17	2	0.446436
AT2G26570.2	2921	2726.1	67.095	2.52261
AT2G26570.1	2941	2746.1	506.905	18.9196
AT3G05560.2	756	561.17	2.23143e-05	4.0756e-06
AT3G05560.3	841	646.17	0	0
AT3G05560.1	840	645.17	766	121.691
AT5G12080.3	2694	2499.1	109	4.47038
AT5G12080.2	2805	2610.1	0	0
AT5G12080.1	2754	2559.1	0	0
AT1G50870.1	1191	996.104	0	0
AT2G20610.2	1748	1553.1	44.9409	2.96581
AT2G20610.1	1794	1599.1	568.059	36.4098
AT5G02940.2	2792	2597.1	71.1409	2.80758
AT5G02940.1	2920	2725.1	735.859	27.6767
AT1G68430.1	945	750.104	16	2.18625
AT1G66550.2	856	661.104	0	0
AT1G66550.1	765	570.17	0	0
AT1G09380.1	1641	1446.1	13	0.921395
AT3G48840.1	757	562.17	0	0
AT3G48840.2	667	472.17	0	0
AT5G61800.1	1629	1434.1	9	0.643227
AT5G01445.1	589	394.21	8	2.08
AT4G35500.1	1975	1780.1	31.6932	1.82483
AT4G35500.2	1638	1443.1	56.3068	3.99912
AT1G80310.1	1937	1742.1	645.085	37.9529
AT2G39400.2	1307	1112.1	24.162	2.22684
AT2G39400.1	1394	1199.1	353.838	30.2447
AT4G04990.1	1217	1022.1	17	1.70473
AT3G60530.1	1465	1270.1	1376	111.04
AT2G46180.1	2540	2345.1	228	9.96494
AT2G22270.1	1398	1203.1	26.855	2.28783
AT2G22270.2	1174	979.104	100.145	10.4834
AT2G43660.1	471	276.947	0	0
AT2G43660.2	597	402.21	5	1.27415
AT1G03910.2	2466	2271.1	0.000983766	4.43973e-05
AT1G03910.1	2565	2370.1	492.999	21.3197
AT1G77590.1	2692	2497.1	424.659	17.4303
AT1G77590.2	2669	2474.1	0.340987	0.0141261
AT1G79020.1	2134	1939.1	180	9.51423
AT5G24420.1	1321	1126.1	41	3.73171
AT5G39490.1	1701	1506.1	0	0
AT3G26922.2	1894	1699.1	0	0
AT3G26922.1	1793	1598.1	29	1.85992
AT3G26922.4	1661	1466.1	0	0
AT3G26922.5	1642	1447.1	0	0
AT3G26922.3	1711	1516.1	0	0
AT3G50450.1	926	731.104	3	0.420576
AT3G17160.1	882	687.104	466	69.5129
AT1G34315.1	819	624.17	27	4.43367
AT5G08580.2	1818	1623.1	21.9918	1.38873
AT5G08580.1	1736	1541.1	205.008	13.6346
AT2G28360.1	3032	2837.1	273	9.86256
AT4G25000.1	1606	1411.1	133	9.66039
AT5G27410.4	1734	1539.1	237.881	15.8414
AT5G27410.1	2156	1961.1	95.7558	5.00457
AT5G27410.3	2229	2034.1	16.3635	0.824525
AT5G27410.2	3153	2958.1	0	0
AT5G65200.1	1982	1787.1	66	3.78526
AT5G23535.1	1015	820.104	124.168	15.5182
AT5G23535.2	830	635.17	14.832	2.39339
AT1G05230.1	3520	3325.1	0	0
AT1G05230.5	3644	3449.1	0	0
AT1G05230.12	2134	1939.1	0	0
AT1G05230.6	3553	3358.1	0	0
AT1G05230.2	2983	2788.1	77.5751	2.85178
AT1G05230.11	2424	2229.1	14.807	0.680829
AT1G05230.3	2678	2483.1	63.6171	2.62592
AT1G05230.7	3526	3331.1	0	0
AT1G05230.10	2557	2362.1	0	0
AT1G05230.9	3140	2945.1	0	0
AT1G05230.4	2974	2779.1	0.000735521	2.71264e-05
AT1G05230.8	3231	3036.1	0	0
AT1G79830.1	3669	3474.1	0.00259136	7.64516e-05
AT1G79830.3	3588	3393.1	282.666	8.53844
AT1G79830.2	3278	3083.1	883.245	29.3626
AT1G79830.4	3547	3352.1	47.0264	1.43789
AT1G79830.5	3718	3523.1	15.0604	0.438141
AT5G09480.1	840	645.17	424	67.3587
AT5G56480.1	409	216.653	0	0
AT5G60820.1	1648	1453.1	70	4.93746
AT5G55820.7	5630	5435.1	0.882673	0.0166454
AT5G55820.5	5831	5636.1	0	0
AT5G55820.8	5630	5435.1	0	0
AT5G55820.10	5271	5076.1	0	0
AT5G55820.4	5292	5097.1	0	0
AT5G55820.9	5896	5701.1	0	0
AT5G55820.2	5622	5427.1	6.26611	0.11834
AT5G55820.11	5449	5254.1	0	0
AT5G55820.3	5610	5415.1	50.7412	0.960409
AT5G55820.6	5642	5447.1	0.109982	0.00206946
AT5G55820.1	5481	5286.1	0	0
AT5G44950.1	1317	1122.1	0	0
AT4G31140.1	2171	1976.1	185	9.59542
AT4G35910.1	2164	1969.1	62	3.22719
AT3G56220.2	541	346.429	0	0
AT3G56220.1	905	710.104	10	1.44338
AT2G19970.1	926	731.104	14	1.96269
AT5G54520.1	1864	1669.1	87	5.34242
AT2G04032.1	1403	1208.1	2	0.169679
AT5G03455.1	704	509.17	596.508	120.076
AT5G03455.2	1006	811.104	1.49238	0.188583
AT1G48140.2	563	368.323	0	0
AT1G48140.1	743	548.17	136	25.4288
AT4G15050.1	1191	996.104	0	0
ATCG00420.1	477	282.947	244	88.3867
AT5G30360.1	420	227.138	0	0
AT2G32600.1	1301	1106.1	318	29.4668
AT2G41010.1	1250	1055.1	68	6.60565
AT5G07170.2	1274	1079.1	0	0
AT5G07170.1	1612	1417.1	0	0
AT5G32670.1	700	505.17	0	0
AT1G60250.1	756	561.17	0	0
AT4G09012.1	1175	980.104	22	2.30066
AT3G26355.1	64	14.3333	0	0
AT5G02710.1	1195	1000.1	271.655	27.8404
AT5G02710.2	1778	1583.1	45.6207	2.95362
AT5G02710.3	1348	1153.1	9.0479	0.804232
AT4G10110.1	836	641.17	204.486	32.6883
AT5G13900.1	754	559.17	45	8.24842
AT5G16380.1	1108	913.104	81	9.09216
AT5G40630.1	937	742.104	6	0.828683
AT1G55670.1	780	585.17	18916.2	3313.25
AT5G66940.1	897	702.104	2	0.291965
AT3G06520.1	1598	1403.1	5	0.365243
AT3G06520.2	1668	1473.1	0	0
AT3G52870.1	1811	1616.1	463	29.3639
AT3G02900.2	759	564.17	0	0
AT3G02900.1	852	657.17	372	58.0186
AT1G31520.1	399	206.951	0	0
AT5G57660.1	1564	1369.1	3074	230.128
AT3G09110.1	1666	1471.1	0	0
AT4G23690.1	1139	944.104	257	27.9007
AT1G05035.1	363	173.081	11	6.51395
AT5G45700.1	1180	985.104	26	2.70516
AT5G40410.1	1981	1786.1	3	0.172154
AT3G06580.1	2012	1817.1	629	35.4791
AT3G14920.1	2536	2341.1	377	16.5053
AT1G77610.1	1617	1422.1	318	22.9191
AT1G19170.1	1827	1632.1	105	6.59392
AT2G20740.1	1179	984.104	266.192	27.724
AT2G20740.2	935	740.104	84.7379	11.7351
AT2G20740.3	815	620.17	69.0701	11.4151
AT3G26940.1	1793	1598.1	1	0.0641353
AT4G27150.1	735	540.17	0	0
AT2G26000.1	1672	1477.1	0	0
AT2G26000.2	1892	1697.1	96	5.79782
AT2G26000.3	2370	2175.1	0	0
AT5G38743.1	183	34.2984	1	2.98833
AT4G15210.4	2461	2266.1	0	0
AT4G15210.1	2066	1871.1	21	1.15033
AT4G15210.3	2291	2096.1	0	0
AT4G15210.2	1890	1695.1	0	0
AT1G29070.1	819	624.17	2386	391.805
AT4G27570.1	1655	1460.1	0	0
AT5G65560.3	3618	3423.1	0	0
AT5G65560.2	3697	3502.1	16.5498	0.484357
AT5G65560.1	3623	3428.1	24.4502	0.731022
AT1G04170.1	1860	1665.1	619	38.1023
AT1G04170.2	2026	1831.1	0	0
ATCG00905.1	258	83.4179	575.5	707.112
AT1G29250.1	795	600.17	165	28.1781
AT3G51050.1	2543	2348.1	554	24.1821
AT5G23060.2	1608	1413.1	139.951	10.1509
AT5G23060.1	1529	1334.1	2429.05	186.616
AT4G14770.2	3098	2903.1	0	0
AT4G14770.1	3064	2869.1	214.673	7.66891
AT4G14770.3	3072	2877.1	7.82384e-07	2.78719e-08
AT3G44140.1	216	54.1993	0	0
AT1G14630.2	1186	991.104	0	0
AT1G14630.1	1020	825.104	26	3.22973
AT3G21480.1	3503	3308.1	56	1.73505
AT3G58760.4	1979	1784.1	0	0
AT3G58760.5	1946	1751.1	3.98911	0.233489
AT3G58760.2	2050	1855.1	0	0
AT3G58760.6	1827	1632.1	11.5354	0.724415
AT3G58760.3	2017	1822.1	0	0
AT3G58760.1	1839	1644.1	223.475	13.9317
AT2G03390.1	1459	1264.1	107.997	8.75649
AT2G03390.6	1475	1280.1	13.726	1.09901
AT2G03390.3	1546	1351.1	35.053	2.65912
AT2G03390.2	1210	1015.1	447.898	45.2242
AT2G03390.7	1166	971.104	0	0
AT2G03390.4	1497	1302.1	0	0
AT2G03390.5	1476	1281.1	17.3262	1.38619
AT2G23093.2	1653	1458.1	24	1.68704
AT2G23093.1	1834	1639.1	0	0
AT1G62600.1	1548	1353.1	210.955	15.9794
AT1G62600.2	1253	1058.1	8.04535	0.779325
AT3G54925.1	546	351.394	0	0
AT4G29550.3	1296	1101.1	0	0
AT4G29550.1	1236	1041.1	3	0.295345
AT4G29550.2	1382	1187.1	0	0
AT5G02280.1	661	466.17	80	17.5893
AT2G36080.2	1783	1588.1	0	0
AT2G36080.4	1695	1500.1	10.5357	0.71985
AT2G36080.1	1311	1116.1	293.816	26.9819
AT2G36080.3	2143	1948.1	34.6485	1.82295
AT5G40830.2	1808	1613.1	0	0
AT5G40830.3	1497	1302.1	29.0132	2.28377
AT5G40830.1	1706	1511.1	21.9868	1.49132
