target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2320.67	0	0
AT1G18320.1	699	510.67	10.2154	2.33937
AT5G11100.1	1709	1520.67	44	3.38377
AT4G35335.1	1280	1091.67	115	12.3194
AT1G60930.1	3876	3687.67	34	1.07823
AT1G17000.1	2351	2162.67	0	0
AT3G55270.1	3130	2941.67	311	12.3637
AT4G16150.1	3181	2992.67	707	27.6277
AT3G18150.1	1370	1181.67	0	0
AT3G52310.1	2443	2254.67	73	3.78637
AT3G08943.1	3165	2976.67	152.045	5.97345
AT4G15950.1	814	625.67	80	14.953
AT5G60900.1	2873	2684.67	1	0.0435605
AT5G18710.1	1919	1730.67	3	0.202717
AT1G64460.1	2240	2051.67	112	6.38402
AT2G31100.1	1247	1058.67	0	0
AT1G60260.1	1634	1445.67	203	16.4214
AT2G06210.1	3579	3390.67	321	11.0714
AT3G57180.1	2232	2043.67	77	4.40619
ATMG01320.1	922	733.67	15.9918	2.54906
AT4G15130.1	1234	1045.67	81	9.05887
AT5G39100.1	808	619.67	0	0
AT4G16110.1	2666	2477.67	182	8.59036
AT5G26800.1	637	448.719	130	33.8807
AT4G16360.1	1685	1496.67	236	18.4404
ATMG00060.1	542	354.024	18	5.94598
AT1G76820.1	3857	3668.67	149.882	4.77776
AT3G05780.1	2775	2586.67	0	0
AT1G24405.1	718	529.67	6	1.32474
AT2G27490.4	843	654.67	73.341	13.1011
AT2G27490.1	1367	1178.67	11.9969	1.19031
AT2G27490.3	1201	1012.67	0	0
AT2G27490.2	1381	1192.67	39.6621	3.88901
AT3G13276.1	269	97.2888	4	4.80818
AT1G71740.1	393	208.054	5	2.81046
AT1G52920.1	1351	1162.67	8	0.804669
AT2G17370.1	2273	2084.67	93	5.2171
AT4G13615.1	813	624.67	532	99.5966
AT3G46680.1	1350	1161.67	1	0.10067
AT1G70830.3	996	807.67	0	0
AT1G70830.2	1329	1140.67	4.72826	0.484758
AT1G70830.5	787	598.67	0	0
AT1G70830.4	1393	1204.67	9.52643	0.924796
AT1G70830.1	1331	1142.67	615.745	63.0179
AT2G34090.3	1458	1269.67	0	0
AT2G34090.2	1616	1427.67	0	0
AT2G34090.1	1700	1511.67	162	12.5326
AT2G34090.4	1521	1332.67	0	0
AT2G34090.5	1425	1236.67	0	0
AT1G65541.1	340	158.587	0	0
AT2G01050.1	1548	1359.67	0	0
AT2G07751.1	357	174.221	7	4.69872
AT4G20565.1	789	600.67	0	0
AT1G61566.1	551	362.952	0	0
AT4G29530.2	1148	959.67	0	0
AT4G29530.1	1144	955.67	47	5.7514
AT5G09225.1	780	591.67	308	60.8772
AT1G21100.1	1545	1356.67	50.3724	4.34212
AT1G73150.1	2150	1961.67	21.2235	1.26524
AT1G73150.2	1956	1767.67	19.7765	1.30838
AT3G51750.3	654	465.719	9.71958	2.44066
AT3G51750.1	563	374.842	147.555	46.0352
AT3G51750.2	560	371.842	3.72502	1.17153
AT1G07010.1	1622	1433.67	129.998	10.6041
