target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2261.11	0	0
AT1G18320.1	699	478.701	3	14.3654
AT5G11100.1	1709	1461.11	1	1.56884
AT4G35335.1	1280	1032.11	7	15.5466
AT1G60930.1	3876	3628.11	1	0.631801
AT1G17000.1	2351	2103.11	0	0
AT3G55270.1	3130	2882.11	17	13.5207
AT4G16150.1	3181	2933.11	30	23.4452
AT3G18150.1	1370	1122.11	0	0
AT3G52310.1	2443	2195.11	3	3.13275
AT3G08943.1	3165	2917.11	12.7503	10.0191
AT4G15950.1	814	580.749	4	15.7882
AT5G60900.1	2873	2625.11	0	0
AT5G18710.1	1919	1671.11	0	0
AT1G64460.1	2240	1992.11	10	11.5066
AT2G31100.1	1247	999.105	0	0
AT1G60260.1	1634	1386.11	3	4.96118
AT2G06210.1	3579	3331.11	17	11.6982
AT3G57180.1	2232	1984.11	9	10.3977
ATMG01320.1	922	680.041	0	0
AT4G15130.1	1234	986.105	7	16.2718
AT5G39100.1	808	575.966	0	0
AT4G16110.1	2666	2418.11	7	6.63564
AT5G26800.1	637	425.3	16	86.2352
AT4G16360.1	1685	1437.11	15	23.9256
ATMG00060.1	542	345.307	1	6.63828
AT1G76820.1	3857	3609.11	4.25812	2.70445
AT3G05780.1	2775	2527.11	0	0
AT1G24405.1	718	495.611	1	4.62508
AT2G27490.4	843	606.333	8	30.244
AT2G27490.1	1367	1119.11	0	0
AT2G27490.3	1201	953.105	0	0
AT2G27490.2	1381	1133.11	0	0
AT3G13276.1	269	152.057	0	0
AT1G71740.1	393	231.844	0	0
AT1G52920.1	1351	1103.11	0	0
AT2G17370.1	2273	2025.11	5	5.65956
AT4G13615.1	813	580.359	31	122.441
AT3G46680.1	1350	1102.11	0	0
AT1G70830.3	996	748.876	0	0
AT1G70830.2	1329	1081.11	0	0
AT1G70830.5	787	557.044	0	0
AT1G70830.4	1393	1145.11	0	0
AT1G70830.1	1331	1083.11	24	50.7926
AT2G34090.3	1458	1210.11	3.99956	7.57617
AT2G34090.2	1616	1368.11	0	0
AT2G34090.1	1700	1452.11	6.00044	9.47207
AT2G34090.4	1521	1273.11	0	0
AT2G34090.5	1425	1177.11	0	0
AT1G65541.1	340	196.975	0	0
AT2G01050.1	1548	1300.11	0	0
AT2G07751.1	357	208.314	0	0
AT4G20565.1	789	559.044	0	0
AT1G61566.1	551	352.32	0	0
AT4G29530.2	1148	900.105	0	0
AT4G29530.1	1144	896.105	0	0
AT5G09225.1	780	550.044	19	79.1801
AT1G21100.1	1545	1297.11	7.57323	13.3834
AT1G73150.1	2150	1902.11	0	0
AT1G73150.2	1956	1708.11	1	1.34198
AT3G51750.3	654	440.174	0	0
AT3G51750.1	563	361.71	0.00360105	0.0228207
AT3G51750.2	560	358.914	1.9964	12.7502
AT1G07010.1	1622	1374.11	0	0
AT1G07010.2	1556	1308.11	0.00109935	0.00192643
AT1G07010.3	1542	1294.11	6.9989	12.3971
AT1G32080.1	2009	1761.11	13	16.9207
AT1G16710.5	6346	6098.11	0	0
AT1G16710.7	5822	5574.11	10	4.1123
AT1G16710.1	6018	5770.11	0	0
AT1G16710.4	6502	6254.11	0	0
AT1G16710.8	6455	6207.11	0	0
AT1G16710.10	6023	5775.11	0	0
AT1G16710.6	6107	5859.11	0	0
