target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2321.15	0	0
AT1G18320.1	699	511.209	3.67734	2.01722
AT5G11100.1	1709	1521.15	32	5.89922
AT4G35335.1	1280	1092.15	39	10.0138
AT1G60930.1	3876	3688.15	17	1.29258
AT1G17000.1	2351	2163.15	0	0
AT3G55270.1	3130	2942.15	162	15.4407
AT4G16150.1	3181	2993.15	290	27.1698
AT3G18150.1	1370	1182.15	0	0
AT3G52310.1	2443	2255.15	7	0.870441
AT3G08943.1	3165	2977.15	108.299	10.2009
AT4G15950.1	814	626.153	49	21.9449
AT5G60900.1	2873	2685.15	1	0.104436
AT5G18710.1	1919	1731.15	0	0
AT1G64460.1	2240	2052.15	60	8.19896
AT2G31100.1	1247	1059.15	0	0
AT1G60260.1	1634	1446.15	60	11.6347
AT2G06210.1	3579	3391.15	144	11.9078
AT3G57180.1	2232	2044.15	53	7.27076
ATMG01320.1	922	734.153	7.05351	2.69424
AT4G15130.1	1234	1046.15	33	8.84578
AT5G39100.1	808	620.153	0	0
AT4G16110.1	2666	2478.15	67	7.58166
AT5G26800.1	637	449.209	73	45.5713
AT4G16360.1	1685	1497.15	120	22.4767
ATMG00060.1	542	354.448	7	5.53813
AT1G76820.1	3857	3669.15	51.6817	3.94992
AT3G05780.1	2775	2587.15	0	0
AT1G24405.1	718	530.209	2	1.05779
AT2G27490.4	843	655.153	27.6196	11.822
AT2G27490.1	1367	1179.15	0	0
AT2G27490.3	1201	1013.15	0	0
AT2G27490.2	1381	1193.15	20.3804	4.78998
AT3G13276.1	269	98.6663	2	5.68432
AT1G71740.1	393	208.645	6	8.06418
AT1G52920.1	1351	1163.15	4	0.964363
AT2G17370.1	2273	2085.15	32	4.30358
AT4G13615.1	813	625.153	260	116.628
AT3G46680.1	1350	1162.15	2	0.482596
AT1G70830.3	996	808.153	0	0
AT1G70830.2	1329	1141.15	0	0
AT1G70830.5	787	599.153	0	0
AT1G70830.4	1393	1205.15	0	0
AT1G70830.1	1331	1143.15	153	37.5322
AT2G34090.3	1458	1270.15	0	0
AT2G34090.2	1616	1428.15	0	0
AT2G34090.1	1700	1512.15	51.3921	9.53055
AT2G34090.4	1521	1333.15	0	0
AT2G34090.5	1425	1237.15	3.6079	0.817804
AT1G65541.1	340	159.139	0.999949	1.76205
AT2G01050.1	1548	1360.15	0	0
AT2G07751.1	357	174.638	3	4.81725
AT4G20565.1	789	601.153	0	0
AT1G61566.1	551	363.448	0	0
AT4G29530.2	1148	960.153	0.183262	0.0535241
AT4G29530.1	1144	956.153	11.8167	3.46567
AT5G09225.1	780	592.153	111	52.5662
AT1G21100.1	1545	1357.15	85.3338	17.6323
AT1G73150.1	2150	1962.15	10.1142	1.44549
AT1G73150.2	1956	1768.15	4.88581	0.774879
AT3G51750.3	654	466.209	5.13458	3.08846
AT3G51750.1	563	375.411	5.86542	4.38136
AT3G51750.2	560	372.411	0	0
AT1G07010.1	1622	1434.15	0	0
AT1G07010.2	1556	1368.15	50.9987	10.453
AT1G07010.3	1542	1354.15	0.00132352	0.000274082
AT1G32080.1	2009	1821.15	200	30.7965
AT1G16710.5	6346	6158.15	0	0
AT1G16710.7	5822	5634.15	39.2543	1.95378
AT1G16710.1	6018	5830.15	29.7457	1.43074
AT1G16710.4	6502	6314.15	0	0
AT1G16710.8	6455	6267.15	0	0
AT1G16710.10	6023	5835.15	0	0
AT1G16710.6	6107	5919.15	8.07177e-06	3.82408e-07
AT1G16710.3	6619	6431.15	0	0
AT1G16710.9	6549	6361.15	0	0
AT1G16710.2	5783	5595.15	0	0
AT1G07590.1	2407	2219.15	3305.76	417.735
AT5G49170.1	1172	984.153	14	3.98917
AT2G40240.1	1614	1426.15	6	1.17978
AT4G30380.2	537	349.483	0	0
AT4G30380.1	486	298.792	0	0
AT2G20619.1	201	49.7202	0	0
AT3G05830.2	1420	1232.15	0	0
AT3G05830.1	1358	1170.15	23	5.51192
AT3G05830.3	1524	1336.15	0	0
AT5G11430.6	3634	3446.15	0	0
AT5G11430.2	2601	2413.15	16.7023	1.94092
AT5G11430.4	2791	2603.15	0	0
AT5G11430.3	3322	3134.15	0	0
AT5G11430.5	2373	2185.15	0	0
AT5G11430.1	3147	2959.15	42.2977	4.00836
AT1G20530.1	2269	2081.15	5	0.673726
AT4G23170.1	1824	1636.15	30	5.14179
AT1G44780.2	1644	1456.15	37	7.12545
AT1G44780.1	1647	1459.15	0	0
AT1G60880.1	606	418.254	0	0
AT1G06160.1	1086	898.153	34	10.6156
AT3G07260.1	1204	1016.15	0	0
AT1G21090.1	1404	1216.15	39	8.99278
AT1G21090.2	1416	1228.15	0	0
AT1G76730.1	1500	1312.15	194	41.4605
AT1G03970.1	1190	1002.15	119	33.2989
AT5G19160.1	2182	1994.15	7	0.984367
AT5G19160.2	2242	2054.15	0	0
AT3G49744.1	174	34.1998	0	0
AT5G28820.1	519	331.483	0	0
AT4G12530.1	730	542.209	0	0
AT4G20050.1	1924	1736.15	0	0
AT4G20050.5	1742	1554.15	0	0
AT4G20050.3	1800	1612.15	0	0
AT4G20050.2	1873	1685.15	7	1.16487
AT4G20050.6	1732	1544.15	0	0
AT4G20050.7	1707	1519.15	0	0
AT4G20050.4	1981	1793.15	0	0
AT5G53810.1	1574	1386.15	3	0.606914
AT2G28690.1	1117	929.153	16	4.82892
AT5G01530.1	1396	1208.15	10944	2540.22
AT3G62800.3	1283	1095.15	0	0
AT3G62800.1	1368	1180.15	23.1535	5.50168
AT3G62800.2	1297	1109.15	35.8465	9.06302
ATCG00900.1	468	281.196	399.5	398.405
AT3G11385.1	2459	2271.15	1	0.123473
AT5G07010.1	1779	1591.15	109	19.2102
AT3G63040.1	654	466.209	0	0
AT2G26570.2	2921	2733.15	0.000951429	9.7618e-05
AT2G26570.1	2941	2753.15	164.999	16.8062
AT3G05560.2	756	568.153	0	0
AT3G05560.3	841	653.153	9.24086	3.96748
AT3G05560.1	840	652.153	357.759	153.836
AT5G12080.3	2694	2506.15	40	4.47579
AT5G12080.2	2805	2617.15	0	0
AT5G12080.1	2754	2566.15	0	0
AT1G50870.1	1191	1003.15	0	0
AT2G20610.2	1748	1560.15	35.7406	6.42409
AT2G20610.1	1794	1606.15	176.259	30.7739
AT5G02940.2	2792	2604.15	4.27252	0.460082
AT5G02940.1	2920	2732.15	103.727	10.6465
AT1G68430.1	945	757.153	5	1.85184
AT1G66550.2	856	668.153	0	0
AT1G66550.1	765	577.153	0	0
AT1G09380.1	1641	1453.15	1	0.192977
AT3G48840.1	757	569.153	0	0
AT3G48840.2	667	479.209	0	0
AT5G61800.1	1629	1441.15	6	1.1675
