target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2263.33	0	0
AT1G18320.1	699	476.394	0	0
AT5G11100.1	1709	1463.33	1	2.3967
AT4G35335.1	1280	1034.33	2	6.78151
AT1G60930.1	3876	3630.33	2	1.93215
AT1G17000.1	2351	2105.33	0	0
AT3G55270.1	3130	2884.33	6	7.29562
AT4G16150.1	3181	2935.33	22	26.2858
AT3G18150.1	1370	1124.33	0	0
AT3G52310.1	2443	2197.33	1	1.5961
AT3G08943.1	3165	2919.33	7	8.40951
AT4G15950.1	814	578.241	3	18.1957
AT5G60900.1	2873	2627.33	0	0
AT5G18710.1	1919	1673.33	0	0
AT1G64460.1	2240	1994.33	4	7.03427
AT2G31100.1	1247	1001.33	0	0
AT1G60260.1	1634	1388.33	2	5.05234
AT2G06210.1	3579	3333.33	4	4.2086
AT3G57180.1	2232	1986.33	6	10.5939
ATMG01320.1	922	678.409	0	0
AT4G15130.1	1234	988.332	1	3.54857
AT5G39100.1	808	572.241	0	0
AT4G16110.1	2666	2420.33	7	10.1433
AT5G26800.1	637	424.462	5	41.3131
AT4G16360.1	1685	1439.33	12	29.2399
ATMG00060.1	542	346.356	0	0
AT1G76820.1	3857	3611.33	1.53291	1.4887
AT3G05780.1	2775	2529.33	0	0
AT1G24405.1	718	491.166	0	0
AT2G27490.4	843	604.391	1	5.80281
AT2G27490.1	1367	1121.33	0	0
AT2G27490.3	1201	955.332	0	0
AT2G27490.2	1381	1135.33	0	0
AT3G13276.1	269	153.705	0	0
AT1G71740.1	393	232.594	0	0
AT1G52920.1	1351	1105.33	0	0
AT2G17370.1	2273	2027.33	3	5.18982
AT4G13615.1	813	577.241	17	103.288
AT3G46680.1	1350	1104.33	0	0
AT1G70830.3	996	750.332	0	0
AT1G70830.2	1329	1083.33	0	0
AT1G70830.5	787	551.93	0	0
AT1G70830.4	1393	1147.33	0	0
AT1G70830.1	1331	1085.33	14	45.2399
AT2G34090.3	1458	1212.33	0	0
AT2G34090.2	1616	1370.33	0	0
AT2G34090.1	1700	1454.33	2	4.82306
AT2G34090.4	1521	1275.33	0	0
AT2G34090.5	1425	1179.33	0	0
AT1G65541.1	340	197.901	0	0
AT2G01050.1	1548	1302.33	0	0
AT2G07751.1	357	208.13	0	0
AT4G20565.1	789	553.93	0	0
AT1G61566.1	551	353.481	0	0
AT4G29530.2	1148	902.332	0.0882365	0.342956
AT4G29530.1	1144	898.332	2.91176	11.3678
AT5G09225.1	780	545.938	7	44.9688
AT1G21100.1	1545	1299.33	7.17755	19.3737
AT1G73150.1	2150	1904.33	0	0
AT1G73150.2	1956	1710.33	1	2.05058
AT3G51750.3	654	439.809	0	0
AT3G51750.1	563	363.348	0.00493677	0.0476515
AT3G51750.2	560	360.588	1.99506	19.4045
AT1G07010.1	1622	1376.33	0	0
AT1G07010.2	1556	1310.33	4	10.7062
AT1G07010.3	1542	1296.33	0	0
AT1G32080.1	2009	1763.33	13	25.8562
AT1G16710.5	6346	6100.33	0	0
AT1G16710.7	5822	5576.33	4	2.51575
AT1G16710.1	6018	5772.33	0	0
AT1G16710.4	6502	6256.33	0	0
AT1G16710.8	6455	6209.33	0	0
AT1G16710.10	6023	5777.33	0	0
