target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2317.32	0	0
AT1G18320.1	699	507.323	11.0007	5.69786
AT5G11100.1	1709	1517.32	30	5.19541
AT4G35335.1	1280	1088.32	73	17.6255
AT1G60930.1	3876	3684.32	20	1.42642
AT1G17000.1	2351	2159.32	0	0
AT3G55270.1	3130	2938.32	158	14.1297
AT4G16150.1	3181	2989.32	263	23.1185
AT3G18150.1	1370	1178.32	0	0
AT3G52310.1	2443	2251.32	5	0.583591
AT3G08943.1	3165	2973.32	138.444	12.2351
AT4G15950.1	814	622.323	64	27.0235
AT5G60900.1	2873	2681.32	0	0
AT5G18710.1	1919	1727.32	1	0.152126
AT1G64460.1	2240	2048.32	68	8.72342
AT2G31100.1	1247	1055.32	1	0.248995
AT1G60260.1	1634	1442.32	72	13.1174
AT2G06210.1	3579	3387.32	170	13.1877
AT3G57180.1	2232	2040.32	74	9.53036
ATMG01320.1	922	730.323	6.14345	2.21042
AT4G15130.1	1234	1042.32	54	13.6134
AT5G39100.1	808	616.323	0	0
AT4G16110.1	2666	2474.32	70	7.43392
AT5G26800.1	637	445.323	106	62.5471
AT4G16360.1	1685	1493.32	148	26.0426
ATMG00060.1	542	350.624	2	1.49887
AT1G76820.1	3857	3665.32	65.5935	4.70246
AT3G05780.1	2775	2583.32	0	0
AT1G24405.1	718	526.323	3	1.49777
AT2G27490.4	843	651.323	43.7095	17.6342
AT2G27490.1	1367	1175.32	5.98464	1.338
AT2G27490.3	1201	1009.32	0	0
AT2G27490.2	1381	1189.32	11.3059	2.49794
AT3G13276.1	269	94.6249	2	5.55393
AT1G71740.1	393	204.209	7	9.00741
AT1G52920.1	1351	1159.32	3	0.679976
AT2G17370.1	2273	2081.32	41	5.17632
AT4G13615.1	813	621.323	259	109.537
AT3G46680.1	1350	1158.32	3	0.680563
AT1G70830.3	996	804.323	0	0
AT1G70830.2	1329	1137.32	0	0
AT1G70830.5	787	595.323	0	0
AT1G70830.4	1393	1201.32	10.0623	2.20096
AT1G70830.1	1331	1139.32	277.938	64.1028
AT2G34090.3	1458	1266.32	0.578275	0.119996
AT2G34090.2	1616	1424.32	0.0838941	0.0154775
AT2G34090.1	1700	1508.32	67.7668	11.8059
AT2G34090.4	1521	1329.32	4.57101	0.903562
AT2G34090.5	1425	1233.32	0	0
AT1G65541.1	340	155.033	0	0
AT2G01050.1	1548	1356.32	0	0
AT2G07751.1	357	170.359	3	4.62735
AT4G20565.1	789	597.323	0	0
AT1G61566.1	551	359.554	0	0
AT4G29530.2	1148	956.323	0	0
AT4G29530.1	1144	952.323	29	8.00185
AT5G09225.1	780	588.323	133	59.4036
AT1G21100.1	1545	1353.32	70.325	13.6548
AT1G73150.1	2150	1958.32	22	2.95199
AT1G73150.2	1956	1764.32	0	0
AT3G51750.3	654	462.323	3	1.70511
AT3G51750.1	563	371.518	0	0
AT3G51750.2	560	368.518	0	0
AT1G07010.1	1622	1430.32	0	0
AT1G07010.2	1556	1364.32	70	13.4821
AT1G07010.3	1542	1350.32	0	0
AT1G32080.1	2009	1817.32	162	23.4239
AT1G16710.5	6346	6154.32	0	0
AT1G16710.7	5822	5630.32	66.2739	3.09304
AT1G16710.1	6018	5826.32	29.7261	1.34066
AT1G16710.4	6502	6310.32	0	0
AT1G16710.8	6455	6263.32	0	0
AT1G16710.10	6023	5831.32	0	0
AT1G16710.6	6107	5915.32	6.76046e-06	3.00313e-07
AT1G16710.3	6619	6427.32	0	0
AT1G16710.9	6549	6357.32	0	0
AT1G16710.2	5783	5591.32	0	0
AT1G07590.1	2407	2215.32	3455.22	409.841
AT5G49170.1	1172	980.323	31	8.30939
AT2G40240.1	1614	1422.32	2	0.369495
AT4G30380.2	537	345.729	0	0
AT4G30380.1	486	295.138	0	0
AT2G20619.1	201	47.0227	0	0
AT3G05830.2	1420	1228.32	5.40451	1.15617
AT3G05830.1	1358	1166.32	41.5955	9.37139
AT3G05830.3	1524	1332.32	0	0
AT5G11430.6	3634	3442.32	0	0
AT5G11430.2	2601	2409.32	15.1411	1.65134
AT5G11430.4	2791	2599.32	0	0
AT5G11430.3	3322	3130.32	0	0
AT5G11430.5	2373	2181.32	0	0
AT5G11430.1	3147	2955.32	80.8589	7.18951
AT1G20530.1	2269	2077.32	5	0.632474
AT4G23170.1	1824	1632.32	18	2.89763
AT1G44780.2	1644	1452.32	22.8907	4.14163
AT1G44780.1	1647	1455.32	30.1093	5.43649
AT1G60880.1	606	414.323	0	0
AT1G06160.1	1086	894.323	47	13.8096
AT3G07260.1	1204	1012.32	1.11328	0.288976
AT1G21090.1	1404	1212.32	61	13.2217
AT1G21090.2	1416	1224.32	0	0
AT1G76730.1	1500	1308.32	214	42.9809
AT1G03970.1	1190	998.323	109	28.6901
AT5G19160.1	2182	1990.32	15.4384	2.03824
AT5G19160.2	2242	2050.32	3.56157	0.456452
AT3G49744.1	174	31.9841	0	0
AT5G28820.1	519	327.796	0	0
AT4G12530.1	730	538.323	0	0
