target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2281.03	0	0
AT1G18320.1	699	489.315	0	0
AT5G11100.1	1709	1481.03	3	4.47866
AT4G35335.1	1280	1052.03	8	16.8133
AT1G60930.1	3876	3648.03	3	1.81825
AT1G17000.1	2351	2123.03	0	0
AT3G55270.1	3130	2902.03	24	18.2852
AT4G16150.1	3181	2953.03	36	26.9541
AT3G18150.1	1370	1142.03	0	0
AT3G52310.1	2443	2215.03	4	3.99274
AT3G08943.1	3165	2937.03	9.6927	7.29671
AT4G15950.1	814	592.513	3	11.1948
AT5G60900.1	2873	2645.03	0	0
AT5G18710.1	1919	1691.03	0	0
AT1G64460.1	2240	2012.03	11	12.0879
AT2G31100.1	1247	1019.03	0	0
AT1G60260.1	1634	1406.03	17	26.7328
AT2G06210.1	3579	3351.03	16	10.5568
AT3G57180.1	2232	2004.03	5	5.51641
ATMG01320.1	922	695.657	0	0
AT4G15130.1	1234	1006.03	4	8.79103
AT5G39100.1	808	586.964	0	0
AT4G16110.1	2666	2438.03	8	7.25507
AT5G26800.1	637	435.347	1	5.07873
AT4G16360.1	1685	1457.03	16	24.2796
ATMG00060.1	542	353.024	0	0
AT1G76820.1	3857	3629.03	12.2675	7.47409
AT3G05780.1	2775	2547.03	0	0
AT1G24405.1	718	504.82	1	4.3798
AT2G27490.4	843	620.591	3.83444	13.6612
AT2G27490.1	1367	1139.03	0	0
AT2G27490.3	1201	973.031	0	0
AT2G27490.2	1381	1153.03	2.16556	4.1526
AT3G13276.1	269	154.309	0	0
AT1G71740.1	393	242.924	0	0
AT1G52920.1	1351	1123.03	0	0
AT2G17370.1	2273	2045.03	4	4.32465
AT4G13615.1	813	591.964	19	70.9658
AT3G46680.1	1350	1122.03	0	0
AT1G70830.3	996	768.031	0	0
AT1G70830.2	1329	1101.03	0	0
AT1G70830.5	787	567.281	0	0
AT1G70830.4	1393	1165.03	0	0
AT1G70830.1	1331	1103.03	57	114.256
AT2G34090.3	1458	1230.03	11	19.7728
AT2G34090.2	1616	1388.03	0	0
AT2G34090.1	1700	1472.03	0	0
AT2G34090.4	1521	1293.03	0	0
AT2G34090.5	1425	1197.03	0	0
AT1G65541.1	340	204.153	0	0
AT2G01050.1	1548	1320.03	0	0
AT2G07751.1	357	216.382	0.99862	10.204
AT4G20565.1	789	569.281	0	0
AT1G61566.1	551	359.13	0	0
AT4G29530.2	1148	920.031	0.0805479	0.193572
AT4G29530.1	1144	916.031	2.91945	7.04664
AT5G09225.1	780	560.281	20	78.9251
AT1G21100.1	1545	1317.03	3.30974	5.55633
